Haber7,bbcturkce,26.94390420623117
Haber7,aksam_gazetesi,50.59900837425569
Haber7,t24comtr,13.430917610663755
Haber7,zaytung,15.69090111733974
Haber7,HaberMynet,28.158482142857142
Haber7,tvahaber,55.445867963561135
Haber7,Tarafinternet,16.979845431125927
Haber7,ihacomtr,55.934731778450086
Haber7,Cihan_Haber,44.69644968157724
Haber7,Halk_TV,2.2259426408501963
Haber7,Hurriyet,36.227262326964876
Haber7,yenisafak,57.67379184068138
Haber7,radikal,20.188860923616673
Haber7,medyatavacom,14.21271402966861
Haber7,Haberturk,51.14832399039012
Haber7,turkiyegazetesi,11.221015080265932
Haber7,emekevrenseldir,9.873946445886478
Haber7,AkitGazetem,36.1483314841683
Haber7,trthaber,60.461236319261715
Haber7,bugun,38.92822658513035
Haber7,BirGun_Gazetesi,8.419525339413411
Haber7,Sabah,35.757731762193494
Haber7,postacomtr,14.958787015365829
Haber7,ntv,33.38433817641002
Haber7,dhainternet,29.634949003007446
Haber7,SozcuGazetesi,5.601317957166392
Haber7,yurtgazetesi,11.383918916970632
Haber7,zamancomtr,50.81178736223926
Haber7,milliyet,32.968672539373834
Haber7,cnnturkcom,41.603744804179534
Haber7,Vatan,27.358221287463383
Haber7,ulusalkanal,6.834172291499828
Haber7,stargazete,47.666545981173066
Haber7,milligazetecom,27.334743907777614
bbcturkce,aksam_gazetesi,50.45429744027709
bbcturkce,t24comtr,49.81347527410036
bbcturkce,zaytung,26.989680584205125
bbcturkce,HaberMynet,35.12400793650794
bbcturkce,tvahaber,35.10180379631982
bbcturkce,Tarafinternet,27.14805273526292
bbcturkce,ihacomtr,38.23487508694887
bbcturkce,Cihan_Haber,23.967262087187112
bbcturkce,Halk_TV,21.73824428592226
bbcturkce,Hurriyet,39.53635752061028
bbcturkce,yenisafak,34.75425350258193
bbcturkce,radikal,46.11751728383977
bbcturkce,medyatavacom,47.79447856433095
bbcturkce,Haberturk,40.66147887019877
bbcturkce,turkiyegazetesi,9.6446524126109
bbcturkce,emekevrenseldir,45.03766689043037
bbcturkce,AkitGazetem,15.74208415123325
