source,target,weight
Vatan,ntv,0.08723527061226302
Vatan,yurtgazetesi,0.22190649558229367
Vatan,SozcuGazetesi,0.10547806605478066
cnnturk,tvahaber,0.23140943217036844
cnnturk,stargazete,0.40100232042849415
cnnturk,SHaberTV,0.11613722820365249
cnnturk,AkitGazetem,0.18166357210840836
cnnturk,Haber7,0.18225941120995692
cnnturk,Haberturk,0.5182616938676544
cnnturk,Vatan,0.2037117613106602
cnnturk,cnnturk,1.0
cnnturk,AydinlikGazete,0.1487577042033507
cnnturk,yenisafak,0.18668884082900913
cnnturk,Halk_TV,0.04378550644312041
cnnturk,Aksam,0.29631415141826123
cnnturk,cumhuriyetgzt,0.45916
cnnturk,medyatavacom,0.20866978766300706
cnnturk,Hurriyet,0.5746764208309021
cnnturk,Sabah,0.3183358304920779
cnnturk,trthaber,0.20904183823686287
cnnturk,bugun,0.1808579925579346
cnnturk,ulusalkanalcom,0.09562371625406622
cnnturk,ozgurgundemweb,0.26822862332625586
cnnturk,milligazetecom,0.1282814976039101
cnnturk,imc_televizyonu,0.25069550136268715
cnnturk,bbcturkce,0.38356564709191515
cnnturk,zamancomtr,0.19648136718405576
cnnturk,turkiyegazetesi,0.10121894272418401
cnnturk,BirGun_Gazetesi,0.20096065634551305
cnnturk,Taraf_Medya,0.48125629320799995
cnnturk,zaytung,0.2040594814026022
cnnturk,postacomtr,0.12266400882782187
cnnturk,milliyet,0.4292314422204952
cnnturk,t24comtr,0.33149811212900704
cnnturk,ihacomtr,0.22910000110469977
cnnturk,radikal,0.22454291279406743
cnnturk,HaberMynet,0.13814624272581597
cnnturk,dhainternet,0.3165447145512383
cnnturk,Cihan_Haber,0.1784017839745394
cnnturk,evrenselgzt,0.21414303594230016
cnnturk,ntv,0.40408673661072264
cnnturk,yurtgazetesi,0.17647849367294538
cnnturk,SozcuGazetesi,0.11660764616607647
AydinlikGazete,tvahaber,0.1495991800086833
AydinlikGazete,stargazete,0.14913815868980426
AydinlikGazete,SHaberTV,0.15090167713289498
AydinlikGazete,AkitGazetem,0.09399135604062973
AydinlikGazete,Haber7,0.14341791358759629
AydinlikGazete,Haberturk,0.16974983998531892
AydinlikGazete,Vatan,0.25477067886160815
AydinlikGazete,cnnturk,0.1487577042033507
AydinlikGazete,AydinlikGazete,1.0
AydinlikGazete,yenisafak,0.14680619648460055
AydinlikGazete,Halk_TV,0.22285344787769618
AydinlikGazete,Aksam,0.11831686935192935
AydinlikGazete,cumhuriyetgzt,0.06628
AydinlikGazete,medyatavacom,0.18798927565941714
AydinlikGazete,Hurriyet,0.14981402489515122
AydinlikGazete,Sabah,0.19185200768070468
AydinlikGazete,trthaber,0.21019438986290212
AydinlikGazete,bugun,0.19156554783208082
AydinlikGazete,ulusalkanalcom,0.5125214285394576
AydinlikGazete,ozgurgundemweb,0.08643945065599726
AydinlikGazete,milligazetecom,0.1033659812513126
AydinlikGazete,imc_televizyonu,0.08500248414399979
AydinlikGazete,bbcturkce,0.37425979222709105
AydinlikGazete,zamancomtr,0.2378825246064534
AydinlikGazete,turkiyegazetesi,0.06816900954865304
AydinlikGazete,BirGun_Gazetesi,0.357900249309587
AydinlikGazete,Taraf_Medya,0.10804907415281738
AydinlikGazete,zaytung,0.077147217982517
AydinlikGazete,postacomtr,0.14596162745167834
AydinlikGazete,milliyet,0.293276697834095
AydinlikGazete,t24comtr,0.22298661247801196
AydinlikGazete,ihacomtr,0.14389236271187958
AydinlikGazete,radikal,0.3627118795794411
AydinlikGazete,HaberMynet,0.1171459897107194
AydinlikGazete,dhainternet,0.29986079841730934
AydinlikGazete,Cihan_Haber,0.275672844949131
AydinlikGazete,evrenselgzt,0.22596366578591384
AydinlikGazete,ntv,0.06089509750824691
AydinlikGazete,yurtgazetesi,0.6191035316918594
AydinlikGazete,SozcuGazetesi,0.26494182264941823
yenisafak,tvahaber,0.51523997820651
yenisafak,stargazete,0.465348112935959
yenisafak,SHaberTV,0.1909119243223438
yenisafak,AkitGazetem,0.6730508183676335
yenisafak,Haber7,0.5223181040615357
yenisafak,Haberturk,0.2873338424825545
yenisafak,Vatan,0.4075478399857923
yenisafak,cnnturk,0.18668884082900913
yenisafak,AydinlikGazete,0.14680619648460055
yenisafak,yenisafak,1.0
yenisafak,Halk_TV,0.0343633088540945
yenisafak,Aksam,0.24582628494750292
yenisafak,cumhuriyetgzt,0.08029333333333333
yenisafak,medyatavacom,0.12035906916102201
yenisafak,Hurriyet,0.1776026685129274
yenisafak,Sabah,0.586268673761447
yenisafak,trthaber,0.5951954395456676
yenisafak,bugun,0.2028417770924224
yenisafak,ulusalkanalcom,0.08870827723343128
yenisafak,ozgurgundemweb,0.08690582849568601
yenisafak,milligazetecom,0.2711113656757737
yenisafak,imc_televizyonu,0.06472586981913425
yenisafak,bbcturkce,0.2800463468543381
yenisafak,zamancomtr,0.2907741685283922
yenisafak,turkiyegazetesi,0.3327778046149139
yenisafak,BirGun_Gazetesi,0.10259832646933566
yenisafak,Taraf_Medya,0.12227079854978752
yenisafak,zaytung,0.06267055904108644
yenisafak,postacomtr,0.18545545153596982
yenisafak,milliyet,0.32888422565303144
yenisafak,t24comtr,0.12893431813509434
yenisafak,ihacomtr,0.4525071161076272
yenisafak,radikal,0.25090588114934487
yenisafak,HaberMynet,0.2166277773092313
yenisafak,dhainternet,0.27637999662153323
yenisafak,Cihan_Haber,0.3050065547014221
yenisafak,evrenselgzt,0.12677151417843463
yenisafak,ntv,0.10713308542048826
yenisafak,yurtgazetesi,0.18129540165656366
yenisafak,SozcuGazetesi,0.06735564067355641
Halk_TV,tvahaber,0.040752544147306516
Halk_TV,stargazete,0.03474820254645667
Halk_TV,SHaberTV,0.04558680892337536
Halk_TV,AkitGazetem,0.008744784690468493
Halk_TV,Haber7,0.034178559881760655
Halk_TV,Haberturk,0.043185072283035426
Halk_TV,Vatan,0.06609394485243175
Halk_TV,cnnturk,0.04378550644312041
Halk_TV,AydinlikGazete,0.22285344787769618
Halk_TV,yenisafak,0.0343633088540945
Halk_TV,Halk_TV,1.0
Halk_TV,Aksam,0.031746031746031744
Halk_TV,cumhuriyetgzt,0.006974273705602513
Halk_TV,medyatavacom,0.12139547057102829
Halk_TV,Hurriyet,0.039951965267193204
Halk_TV,Sabah,0.06740258340646313
Halk_TV,trthaber,0.07126691607777932
Halk_TV,bugun,0.0615060120394747
Halk_TV,ulusalkanalcom,0.3012178036426339
Halk_TV,ozgurgundemweb,0.018813603682662848
Halk_TV,milligazetecom,0.008305172117532504
Halk_TV,imc_televizyonu,0.05109848659800163
Halk_TV,bbcturkce,0.25479962434375625
Halk_TV,zamancomtr,0.08994195803119179
Halk_TV,turkiyegazetesi,0.008452265484273244
Halk_TV,BirGun_Gazetesi,0.20080673717919112
Halk_TV,Taraf_Medya,0.04166089326128124
Halk_TV,zaytung,0.024232906871122197
Halk_TV,postacomtr,0.02765813547858897
Halk_TV,milliyet,0.140363031730636
Halk_TV,t24comtr,0.11309716256369991
Halk_TV,ihacomtr,0.04564839191415331
Halk_TV,radikal,0.2181885363262667
Halk_TV,HaberMynet,0.035194679229596786
Halk_TV,dhainternet,0.15518913676042678
Halk_TV,Cihan_Haber,0.13391221344664603
Halk_TV,evrenselgzt,0.08583129339676382
Halk_TV,ntv,0.015441934937570243
Halk_TV,yurtgazetesi,0.15404985143103475
Halk_TV,SozcuGazetesi,0.09510732095107322
Aksam,tvahaber,0.27155513648534
Aksam,stargazete,0.4460829144600493
Aksam,SHaberTV,0.120956897998152
Aksam,AkitGazetem,0.2961336225055
Aksam,Haber7,0.24945469669793152
Aksam,Haberturk,0.3560718311556649
Aksam,Vatan,0.4408915330994983
Aksam,cnnturk,0.29631415141826123
Aksam,AydinlikGazete,0.11831686935192935
Aksam,yenisafak,0.24582628494750292
Aksam,Halk_TV,0.031746031746031744
Aksam,Aksam,1.0
Aksam,cumhuriyetgzt,0.057813333333333335
Aksam,medyatavacom,0.22153374972528056
Aksam,Hurriyet,0.2998967291254587
Aksam,Sabah,0.4990559104261046
Aksam,trthaber,0.3080189715922384
Aksam,bugun,0.1511064924118709
Aksam,ulusalkanalcom,0.07193563498537307
Aksam,ozgurgundemweb,0.06340283999558169
Aksam,milligazetecom,0.14134066479561638
Aksam,imc_televizyonu,0.04991682299224861
Aksam,bbcturkce,0.3533069130043317
Aksam,zamancomtr,0.3317759990925397
Aksam,turkiyegazetesi,0.2192647698178832
Aksam,BirGun_Gazetesi,0.08327906567733165
Aksam,Taraf_Medya,0.32385612399509733
Aksam,zaytung,0.0707204620485444
Aksam,postacomtr,0.22550101448759477
Aksam,milliyet,0.41128511977767224
Aksam,t24comtr,0.22353094554006148
Aksam,ihacomtr,0.2853402659380558
Aksam,radikal,0.19205310533392886
Aksam,HaberMynet,0.18673451219626475
Aksam,dhainternet,0.202290392027583
Aksam,Cihan_Haber,0.1945060840015219
Aksam,evrenselgzt,0.10149306565190458
Aksam,ntv,0.17385663544908653
Aksam,yurtgazetesi,0.15192711685776328
Aksam,SozcuGazetesi,0.06930693069306931
cumhuriyetgzt,tvahaber,0.09385333333333333
cumhuriyetgzt,stargazete,0.09457333333333333
cumhuriyetgzt,SHaberTV,0.08212
cumhuriyetgzt,AkitGazetem,0.02428
cumhuriyetgzt,Haber7,0.08122666666666667
cumhuriyetgzt,Haberturk,0.2486
cumhuriyetgzt,Vatan,0.02664
cumhuriyetgzt,cnnturk,0.45916
cumhuriyetgzt,AydinlikGazete,0.06628
cumhuriyetgzt,yenisafak,0.08029333333333333
cumhuriyetgzt,Halk_TV,0.006974273705602513
cumhuriyetgzt,Aksam,0.057813333333333335
cumhuriyetgzt,cumhuriyetgzt,1.0
cumhuriyetgzt,medyatavacom,0.07430666666666666
cumhuriyetgzt,Hurriyet,0.42393333333333333
cumhuriyetgzt,Sabah,0.13594666666666666
cumhuriyetgzt,trthaber,0.15165333333333333
cumhuriyetgzt,bugun,0.14592
cumhuriyetgzt,ulusalkanalcom,0.04837333333333333
cumhuriyetgzt,ozgurgundemweb,0.055266666666666665
cumhuriyetgzt,milligazetecom,0.020085151879641827
cumhuriyetgzt,imc_televizyonu,0.12257333333333334
cumhuriyetgzt,bbcturkce,0.30437333333333333
cumhuriyetgzt,zamancomtr,0.16153333333333333
cumhuriyetgzt,turkiyegazetesi,0.016813333333333333
cumhuriyetgzt,BirGun_Gazetesi,0.2604666666666667
cumhuriyetgzt,Taraf_Medya,0.13368
cumhuriyetgzt,zaytung,0.40285333333333334
cumhuriyetgzt,postacomtr,0.013081550564197486
cumhuriyetgzt,milliyet,0.24857333333333334
cumhuriyetgzt,t24comtr,0.20382666666666666
cumhuriyetgzt,ihacomtr,0.07613333333333333
cumhuriyetgzt,radikal,0.43436
cumhuriyetgzt,HaberMynet,0.017346666666666666
cumhuriyetgzt,dhainternet,0.24486666666666668
cumhuriyetgzt,Cihan_Haber,0.20765333333333333
cumhuriyetgzt,evrenselgzt,0.09278666666666667
cumhuriyetgzt,ntv,0.43437333333333333
cumhuriyetgzt,yurtgazetesi,0.05061333333333334
cumhuriyetgzt,SozcuGazetesi,0.0172002601720026
medyatavacom,tvahaber,0.13083086675060307
medyatavacom,stargazete,0.2341081180103634
medyatavacom,SHaberTV,0.10449098574282813
medyatavacom,AkitGazetem,0.1185813920831318
medyatavacom,Haber7,0.12401915741395654
medyatavacom,Haberturk,0.26063707320513324
medyatavacom,Vatan,0.3065488611641433
medyatavacom,cnnturk,0.20866978766300706
medyatavacom,AydinlikGazete,0.18798927565941714
medyatavacom,yenisafak,0.12035906916102201
medyatavacom,Halk_TV,0.12139547057102829
medyatavacom,Aksam,0.22153374972528056
medyatavacom,cumhuriyetgzt,0.07430666666666666
medyatavacom,medyatavacom,1.0
medyatavacom,Hurriyet,0.22181406356627414
medyatavacom,Sabah,0.2852351429442597
medyatavacom,trthaber,0.19672648000149343
medyatavacom,bugun,0.11897487225412211
medyatavacom,ulusalkanalcom,0.13462338538749063
medyatavacom,ozgurgundemweb,0.11572306974803323
medyatavacom,milligazetecom,0.1232220249346087
medyatavacom,imc_televizyonu,0.09173539093193643
medyatavacom,bbcturkce,0.5657576782110344
medyatavacom,zamancomtr,0.25806090298707146
medyatavacom,turkiyegazetesi,0.1034249553161683
medyatavacom,BirGun_Gazetesi,0.1649562452169201
medyatavacom,Taraf_Medya,0.26488574912096147
medyatavacom,zaytung,0.061583328320656446
medyatavacom,postacomtr,0.25013348520983875
medyatavacom,milliyet,0.41816096293177296
medyatavacom,t24comtr,0.29630047485095096
medyatavacom,ihacomtr,0.1900635938829092
medyatavacom,radikal,0.326841743913746
medyatavacom,HaberMynet,0.20505467937364708
medyatavacom,dhainternet,0.1994976260653667
medyatavacom,Cihan_Haber,0.1781353256822599
medyatavacom,evrenselgzt,0.18694926610955892
medyatavacom,ntv,0.11086243624393552
medyatavacom,yurtgazetesi,0.24385154586672514
medyatavacom,SozcuGazetesi,0.14385343643853438
Hurriyet,tvahaber,0.21219842966518024
Hurriyet,stargazete,0.3980886996877017
Hurriyet,SHaberTV,0.11087325762573871
Hurriyet,AkitGazetem,0.17064018348910143
Hurriyet,Haber7,0.17075632069294858
Hurriyet,Haberturk,0.5156239105464607
Hurriyet,Vatan,0.214713848066421
Hurriyet,cnnturk,0.5746764208309021
Hurriyet,AydinlikGazete,0.14981402489515122
Hurriyet,yenisafak,0.1776026685129274
Hurriyet,Halk_TV,0.039951965267193204
Hurriyet,Aksam,0.2998967291254587
Hurriyet,cumhuriyetgzt,0.42393333333333333
Hurriyet,medyatavacom,0.22181406356627414
Hurriyet,Hurriyet,1.0
Hurriyet,Sabah,0.3261446621757135
Hurriyet,trthaber,0.18556638045234405
Hurriyet,bugun,0.17119384329519713
Hurriyet,ulusalkanalcom,0.09819857891167828
Hurriyet,ozgurgundemweb,0.14715448152284638
Hurriyet,milligazetecom,0.12095003532084693
Hurriyet,imc_televizyonu,0.1328425299968145
Hurriyet,bbcturkce,0.3672692376852759
Hurriyet,zamancomtr,0.19158836259574785
Hurriyet,turkiyegazetesi,0.0987713959068
Hurriyet,BirGun_Gazetesi,0.17201737832557742
Hurriyet,Taraf_Medya,0.4511003664134907
Hurriyet,zaytung,0.19617835772085254
Hurriyet,postacomtr,0.14446659310148435
Hurriyet,milliyet,0.4600493946766777
Hurriyet,t24comtr,0.30295440528303025
Hurriyet,ihacomtr,0.21191087282328117
Hurriyet,radikal,0.2042460172324337
Hurriyet,HaberMynet,0.1429816423491046
Hurriyet,dhainternet,0.2692019482952417
Hurriyet,Cihan_Haber,0.15954015025222457
Hurriyet,evrenselgzt,0.1576252544279953
Hurriyet,ntv,0.3574595466533582
Hurriyet,yurtgazetesi,0.1740452831790178
Hurriyet,SozcuGazetesi,0.1308809713088097
Sabah,tvahaber,0.56778077844522
Sabah,stargazete,0.7422688731091998
Sabah,SHaberTV,0.23908018547892773
Sabah,AkitGazetem,0.5401538437534131
Sabah,Haber7,0.4834261389461207
Sabah,Haberturk,0.4012906574802685
Sabah,Vatan,0.5546508014030103
Sabah,cnnturk,0.3183358304920779
Sabah,AydinlikGazete,0.19185200768070468
Sabah,yenisafak,0.586268673761447
Sabah,Halk_TV,0.06740258340646313
Sabah,Aksam,0.4990559104261046
Sabah,cumhuriyetgzt,0.13594666666666666
Sabah,medyatavacom,0.2852351429442597
Sabah,Hurriyet,0.3261446621757135
Sabah,Sabah,1.0
Sabah,trthaber,0.4342413553083303
Sabah,bugun,0.2604220043771221
Sabah,ulusalkanalcom,0.13209438542352558
Sabah,ozgurgundemweb,0.11949091176867659
Sabah,milligazetecom,0.25410008209710366
Sabah,imc_televizyonu,0.09912221710968747
Sabah,bbcturkce,0.37153239031181057
Sabah,zamancomtr,0.29090640963628
Sabah,turkiyegazetesi,0.33432362365747226
